time,h,eta,u,v,hu,hv,wet,froude
0,0.60009592187103034,6.7699334010091405,4.2072981084761194,-1.0285301274371481,2.5247824369922189,-0.61721673499652374,1,1.7851005391986214
9.9999999999999995e-07,0.60009592418406466,6.7699334033221747,4.2072981628317185,-1.02853014067032,2.5247824793424174,-0.61721674531672166,1,1.7851005588153346
