time,h,eta,u,v,hu,hv,wet,froude
0.0,1.0205762386322021,0.7652474839246819,1.3613040159958623,0.2593001121102685,1.3893145322799683,0.26463553309440613,1.0,0.4379625159025499
2.0,1.0957581996917725,0.8404294449842522,1.4314876185366094,0.00741390372035728,1.5685642957687378,0.008123845793306828,1.0,0.4366179159168494
4.0,1.2396641969680786,0.9843354422605584,0.5511511284148168,0.1310478079887436,0.6832423210144043,0.16245527565479279,1.0,0.1624523999456046
6.0,0.9687855243682861,0.7134567696607659,1.2743441976029322,0.2553846322803596,1.2345662117004395,0.24741293489933014,1.0,0.4215886662227525
8.0,1.091995358467102,0.8366666037595818,1.6169852563026994,0.23216921110079003,1.7657403945922852,0.2535277009010315,1.0,0.4991054048076094
