time,h,eta,u,v,hu,hv,wet,froude
0.0,0.9150834083557129,0.6371537041474021,0.6934623637816045,0.13241068976675668,0.6345759034156799,0.12116682529449463,1.0,0.23563187369245195
2.0,0.9339196085929871,0.6559899043846763,0.9156432963797401,0.019728432398206576,0.8551372289657593,0.01842476986348629,1.0,0.3025783513613739
4.0,1.1831629276275635,0.9052332234192527,0.007602171302728741,0.21188419953874474,0.008994607254862785,0.25069352984428406,1.0,0.06223305839007645
6.0,0.7981919646263123,0.5202622604180015,0.9538173604793331,-0.09828938099930859,0.7613293528556824,-0.07845379412174225,1.0,0.34266580531139085
8.0,1.143654227256775,0.8657245230484641,1.299482669139965,0.41217839330883593,1.486158847808838,0.4713895618915558,1.0,0.40700974844475446
